date,description,debit,credit,account
2022-04-22,PAYMENT THANK YOU/PAIEMEN T MERCI,,12.54,cc
2022-04-21,"Subway 13197 Vancouver, BC",12.54,,cc
2022-04-21,Internet Banking INTERNET TRANSFER 000000111869,12.54,,chk
2022-04-21,Internet Banking INTERNET TRANSFER 000000111179,207.29,,chk
2022-04-19,"FIDO Mobile ******7789 888-764-3771, ON",56.00,,cc
2022-04-18,Internet Banking INTERNET TRANSFER 000000136795,,4000.00,sav
2022-04-18,"BREKA BAKERY & CAFE VANCOUVER, BC",5.80,,cc
2022-04-18,"BUY LOW FOODS #8 VANCOUVER, BC",33.10,,cc
2022-04-18,"CRAFT BEER MARKET VANCOUVER, BC",43.62,,cc
2022-04-18,Internet Banking INTERNET TRANSFER 000000136795,4000.00,,chk
2022-04-13,"CINEPLEX REC ROOM 1001 BURNABY, BC",40.89,,cc
2022-04-12,PAYMENT THANK YOU/PAIEMEN T MERCI,,236.29,cc
2022-04-11,"BUY LOW FOODS #8 VANCOUVER, BC",7.49,,cc
2022-04-11,"MADRAS SPICE RESTAURANT VANCOUVER, BC",20.39,,cc
2022-04-11,Internet Banking INTERNET TRANSFER 000000123645,236.29,,chk
2022-04-08,"BUY LOW FOODS #8 VANCOUVER, BC",37.06,,cc
2022-04-04,"Kismets Hookah Lounge BURNABY, BC",33.06,,cc
2022-04-04,"CHIPOTLE #3003 VANCOUVER, BC",15.13,,cc
2022-04-04,"JAK'S 41ST & KNIGHT VANCOUVER, BC",39.95,,cc
2022-04-04,"REAL CDN SUPERSTORE #1 VANCOUVER, BC",111.09,,cc
2022-04-04,Electronic Funds Transfer GIC Short-Term GIC,,1002.59,chk
2022-04-04,Internet Banking E-TRANSFER 104074211570 Raymond Kwong,800.00,,chk
2022-04-01,PAYMENT THANK YOU/PAIEMEN T MERCI,,328.49,cc
2022-03-31,Branch Transaction INTEREST,,0.03,sav
2022-03-31,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2022-03-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2022-03-31,Internet Banking INTERNET TRANSFER 000000130576,328.49,,chk
2022-03-30,"CACTUS CLUB COAL HARBO VANCOUVER, BC",42.71,,cc
2022-03-30,"MCDONALD'S #40265 Q04 VANCOUVER, BC",3.14,,cc
2022-03-28,"BUY LOW FOODS #8 VANCOUVER, BC",19.08,,cc
2022-03-28,"Subway 13197 Vancouver, BC",11.13,,cc
2022-03-25,"FRASER MARKET VANCOUVER, BC",17.64,,cc
2022-03-25,Internet Banking E-TRANSFER 104065667933 JEAN-PHILIPPE BIDOGEZA,,28.00,chk
2022-03-23,"HOUSE OF DOSA VANCOUVER, BC",20.39,,cc
2022-03-22,"FIDO Mobile ******* 888-764-3771, ON",59.08,,cc
2022-03-22,"BUY LOW FOODS #8 VANCOUVER, BC",36.64,,cc
2022-03-22,"APPLE STORE #R280 VANCOUVER, BC",28.00,,cc
2022-03-21,"CRACK ON VAN FOOD TRUCK VANCOUVER, BC",14.56,,cc
2022-03-21,"Subway 13592 Vancouver, BC",13.68,,cc
2022-03-21,"WEST COAST LIQUOR COMPANY VANCOUVER, BC",19.19,,cc
2022-03-21,"SHELL C01024 VANCOUVER, BC",17.33,,cc
2022-03-21,Internet Banking E-TRANSFER 104060820529 Philippe Bidougeza,28.00,,chk
2022-03-17,"TIM HORTONS #0863 N VANCOUVER, BC",5.54,,cc
2022-03-16,"HOUSE OF DOSA VANCOUVER, BC",20.38,,cc
2022-03-16,Internet Banking INTERNET DEPOSIT 000000107506,,6000.00,chk
2022-03-16,Internet Banking INTERNET DEPOSIT 000000128375,,1087.50,chk
2022-03-15,PAYMENT THANK YOU/PAIEMEN T MERCI,,193.63,cc
2022-03-14,Internet Banking INTERNET TRANSFER 000000131720,193.63,,chk
2022-03-11,"CHV43073 MARINE DRIVE VANCOUVER, BC",2.40,,cc
2022-03-11,"CHV43073 MARINE DRIVE VANCOUVER, BC",17.84,,cc
2022-03-10,"BLOO BBY RESTAURANT BURNABY, BC",32.04,,cc
2022-03-08,"BUY LOW FOODS #8 VANCOUVER, BC",39.61,,cc
2022-03-07,Internet Banking INTERNET TRANSFER 000000118082,4009.64,,sav
2022-03-07,"TIM HORTONS #3719 VANCOUVER, BC",11.55,,cc
2022-03-07,Internet Banking INTERNET GLOBAL MONEY TRANSFER FEE $0.00 206517095298 588235.29 INR @ 0.017000,10000.00,,chk
2022-03-07,Internet Banking INTERNET TRANSFER 000000118082,,4009.64,chk
2022-03-03,"BUY LOW FOODS #8 VANCOUVER, BC",25.32,,cc
2022-03-03,Internet Banking E-TRANSFER 104045661293 Raymond Kwong,800.00,,chk
2022-03-02,"FRASER MARKET VANCOUVER, BC",20.51,,cc
2022-03-01,PAYMENT THANK YOU/PAIEMEN T MERCI,,152.30,cc
2022-02-28,Branch Transaction INTEREST,,0.15,sav
2022-02-28,"DHL EXPRESS ADC QC 905-861-3540, ON",17.85,,cc
2022-02-28,"Subway 13197 Vancouver, BC",15.67,,cc
2022-02-28,"BUY LOW FOODS #8 VANCOUVER, BC",10.84,,cc
2022-02-28,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2022-02-28,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2022-02-28,Internet Banking E-TRANSFER 104041648785 Philippe Bidougeza,17.50,,chk
2022-02-28,Internet Banking INTERNET TRANSFER 000000135817,152.30,,chk
2022-02-23,"HOUSE OF DOSA VANCOUVER, BC",18.87,,cc
2022-02-23,PAYMENT THANK YOU/PAIEMEN T MERCI,,379.87,cc
2022-02-22,"FIDO Mobile ******* 888-764-3771, ON",67.70,,cc
2022-02-22,"SOHO VANCOUVER, BC",24.57,,cc
2022-02-22,"MUMBAI LOCAL VANCOUVER, BC",41.16,,cc
2022-02-22,Internet Banking INTERNET TRANSFER 000000136385,379.87,,chk
2022-02-22,Electronic Funds Transfer GIC Short-Term GIC,,1002.03,chk
2022-02-18,"BUY LOW FOODS #8 VANCOUVER, BC",32.59,,cc
2022-02-16,"CHURCH'S CHICKEN VANCOUVER, BC",10.03,,cc
2022-02-15,Internet Banking E-TRANSFER 104030658700 YogiK,294.50,,chk
2022-02-14,"THE PINT PUBLIC HOUSE VANCOUVER, BC",5.00,,cc
2022-02-14,"THE PINT PUBLIC HOUSE VANCOUVER, BC",19.95,,cc
2022-02-14,"VPN* PTFBAQCBQX GOTHENBURG, S 5.00 EUR @ 1.490000",7.45,,cc
2022-02-14,"DOLLAR TREE CANADA #40011 VANCOUVER, BC",4.03,,cc
2022-02-14,"BUY LOW FOODS #8 VANCOUVER, BC",23.20,,cc
2022-02-14,"MADRAS SPICE RESTAURANT VANCOUVER, BC",15.69,,cc
2022-02-14,"CINEPLEX REC ROOM 1001 BURNABY, BC",29.32,,cc
2022-02-14,"BUY LOW FOODS #8 VANCOUVER, BC",43.25,,cc
2022-02-14,Internet Banking E-TRANSFER 104029499508 Devki,51.45,,chk
2022-02-08,"SHAWARMA CAFE VANCOUVER, BC",38.39,,cc
2022-02-07,"GOLD STAR CATERING SURREY, BC",150.97,,cc
2022-02-01,PAYMENT THANK YOU/PAIEMEN T MERCI,,216.92,cc
2022-01-31,Branch Transaction INTEREST,,0.17,sav
2022-01-31,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2022-01-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2022-01-31,Internet Banking INTERNET TRANSFER 000000113347,216.92,,chk
2022-01-27,"GRANVILLE WAREHOUSE VANCOUVER, BC",23.48,,cc
2022-01-27,"BRENTWOOD LANES CANADA LT BURNABY, BC",16.38,,cc
2022-01-25,Branch Transaction BONUS INTEREST,,3.29,sav
2022-01-24,"SHAMELESS BUNS VANCOUVER, BC",18.89,,cc
2022-01-24,"BUY LOW FOODS #8 VANCOUVER, BC",67.83,,cc
2022-01-21,"FIDO Mobile ******* 888-764-3771, ON",56.00,,cc
2022-01-21,PAYMENT THANK YOU/PAIEMEN T MERCI,,524.43,cc
2022-01-20,"JAM CAFE KITSLANO VANCOUVER, BC",34.34,,cc
2022-01-20,Point of Sale - Visa Debit VISA DEBIT PURCHASE REVERSAL AIRBNB * HMMYQR 202007007634,,2791.00,chk
2022-01-20,Internet Banking INTERNET TRANSFER 000000225137,524.43,,chk
2022-01-20,Internet Banking INTERNET DEPOSIT 000000246443,,1087.50,chk
2022-01-19,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE AIRBNB * HMNCZS 201901216517 2377.36 CAD @ 1.000000,2377.36,,chk
2022-01-18,"Top of Vancouver Revolvin VANCOUVER, BC",137.23,,cc
2022-01-18,Point of Sale - Visa Debit INTL VISA DEB RETAIL PURCHASE AIRBNB * HMMYQR 201803880041 2791.00 CAD @ 1.000000,2791.00,,chk
2022-01-17,"BUY LOW FOODS #8 VANCOUVER, BC",39.02,,cc
2022-01-17,"MADRAS SPICE RESTAURANT VANCOUVER, BC",18.10,,cc
2022-01-17,"IMMIGRATION CANADA ONLINE OTTAWA, ON",255.00,,cc
2022-01-11,"FRUITICANA #25 VANCOUVER VANCOUVER, BC",17.25,,cc
2022-01-11,PAYMENT THANK YOU/PAIEMEN T MERCI,,175.92,cc
2022-01-10,"Subway 13197 Vancouver, BC",7.23,,cc
2022-01-10,"BUY LOW FOODS #8 VANCOUVER, BC",13.46,,cc
2022-01-10,"BUY LOW FOODS #8 VANCOUVER, BC",37.14,,cc
2022-01-10,Internet Banking INTERNET TRANSFER 000000239961,175.92,,chk
2022-01-10,Electronic Funds Transfer GIC Short-Term GIC,,1001.44,chk
2022-01-07,"COMPASS WEB 604-398-2042, BC",20.00,,cc
2022-01-07,"VPN* FS8TWMW98R GOTHENBURG, S 5.00 EUR @ 1.484000",7.42,,cc
2022-01-06,Internet Banking INTERNET DEPOSIT 000000215942,,1087.50,chk
2022-01-05,"HOUSE OF DOSA VANCOUVER, BC",20.31,,cc
2022-01-04,"BUY LOW FOODS #8 VANCOUVER, BC",41.06,,cc
2022-01-04,"MADRAS SPICE RESTAURANT VANCOUVER, BC",20.52,,cc
2022-01-04,Internet Banking INTERNET DEPOSIT 000000225423,,1087.50,chk
2022-01-04,Internet Banking INTERNET DEPOSIT 000000223804,,1087.50,chk
2021-12-31,Branch Transaction BONUS INTEREST,,3.88,sav
2021-12-31,Branch Transaction INTEREST,,0.16,sav
2021-12-31,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2021-12-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2021-12-29,"BUY LOW FOODS #8 VANCOUVER, BC",62.31,,cc
2021-12-29,"Subway 13197 Vancouver, BC",11.18,,cc
2021-12-29,"POLO FARMERS MARKET VANCOUVER, BC",13.33,,cc
2021-12-29,CASHBACK/REMISE EN ARGENT,,50.40,cc
2021-12-29,"CHICKO CHICKEN VANCOUVER VANCOUVER, BC",30.19,,cc
2021-12-29,PAYMENT THANK YOU/PAIEMEN T MERCI,,225.01,cc
2021-12-24,Internet Banking INTERNET TRANSFER 000000236127,225.01,,chk
2021-12-20,"BUY LOW FOODS #8 VANCOUVER, BC",27.06,,cc
2021-12-15,"FIDO Mobile ******* 888-764-3771, ON",56.00,,cc
2021-12-15,"MADRAS SPICE RESTAURANT VANCOUVER, BC",16.16,,cc
2021-12-14,"BUY LOW FOODS #8 VANCOUVER, BC",25.01,,cc
2021-12-13,"BULA LOUNGE BURNABY, BC",24.55,,cc
2021-12-13,"BUY LOW FOODS #8 VANCOUVER, BC",58.34,,cc
2021-12-10,PAYMENT THANK YOU/PAIEMEN T MERCI,,742.48,cc
2021-12-09,"7 ELEVEN STORE #21894 VANCOUVER, BC",17.89,,cc
2021-12-09,Internet Banking INTERNET TRANSFER 000000233303,742.48,,chk
2021-12-08,"MADRAS SPICE RESTAURANT VANCOUVER, BC",19.62,,cc
2021-12-07,"DOLLAR TREE CANADA #40011 VANCOUVER, BC",4.29,,cc
2021-12-06,"BUY LOW FOODS #8 VANCOUVER, BC",40.72,,cc
2021-12-03,Internet Banking INTERNET TRANSFER 000000280504,,3000.00,sav
2021-12-03,Internet Banking INTERNET TRANSFER 000000280504,3000.00,,chk
2021-12-03,Internet Banking E-TRANSFER 103965535908 Raymond Kwong,400.00,,chk
2021-12-01,"Subway 13197 Vancouver, BC",3.23,,cc
2021-12-01,"FRUITICANA #25 VANCOUVER VANCOUVER, BC",16.82,,cc
2021-11-30,Branch Transaction BONUS INTEREST,,0.99,sav
2021-11-30,Branch Transaction INTEREST,,0.04,sav
2021-11-30,"LITTLE CAESAR'S PIZZA VANCOUVER, BC",11.53,,cc
2021-11-30,"SUPER SPICE HOUSE VANCOUVER, BC",5.96,,cc
2021-11-30,PAYMENT THANK YOU/PAIEMEN T MERCI,,254.94,cc
2021-11-30,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2021-11-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2021-11-29,"Amazon.ca*Q81X96I63 AMAZON.CA, ON",147.49,,cc
2021-11-29,"AMZN Mktp CA*RX7KF0AO3 WWW.AMAZON.CA, ON",24.49,,cc
2021-11-29,"Amazon.ca*YI2KF1R43 AMAZON.CA, ON",151.42,,cc
2021-11-29,"AMZN Mktp CA*PQ1I46L33 WWW.AMAZON.CA, ON",100.77,,cc
2021-11-29,"Amazon.ca*5S06K5L03 AMAZON.CA, ON",62.74,,cc
2021-11-29,"Amazon.ca*CX8GE6ZZ3 AMAZON.CA, ON",40.85,,cc
2021-11-29,"BUY LOW FOODS #8 VANCOUVER, BC",42.37,,cc
2021-11-29,"MLO SHOES MLO.SHOES, CA 54.00 USD @ 1.299629",70.18,,cc
2021-11-29,Internet Banking INTERNET TRANSFER 000000258334,254.94,,chk
2021-11-26,Electronic Funds Transfer GIC Short-Term GIC,,1000.82,chk
2021-11-24,"MADRAS SPICE RESTAURANT VANCOUVER, BC",15.69,,cc
2021-11-23,"TIM HORTONS #3719 VANCOUVER, BC",4.89,,cc
2021-11-23,Internet Banking INTERNET DEPOSIT 000000286238,,1087.50,chk
2021-11-23,Internet Banking INTERNET DEPOSIT 000000274919,,2175.00,chk
2021-11-22,"WEST COAST LIQUOR COMPANY VANCOUVER, BC",18.99,,cc
2021-11-22,"MADRAS SPICE RESTAURANT VANCOUVER, BC",39.80,,cc
2021-11-19,"KAFKA'S COFFEE(GREAT NORT VANCOUVER, BC",15.93,,cc
2021-11-19,"KAFKA'S COFFEE(GREAT NORT VANCOUVER, BC",4.31,,cc
2021-11-19,Internet Banking INTERNET DEPOSIT 000000221326,,6000.00,chk
2021-11-18,"AMZ*Amazon.ca WWW.AMAZON.CA, ON",,136.52,cc
2021-11-18,"Amazon.ca*2V8H91JS0 AMAZON.CA, ON",263.41,,cc
2021-11-18,PAYMENT THANK YOU/PAIEMEN T MERCI,,880.14,cc
2021-11-17,"BUY LOW FOODS #8 VANCOUVER, BC",28.44,,cc
2021-11-17,Internet Banking INTERNET TRANSFER 000000222353,880.14,,chk
2021-11-15,"AMZN Mktp CA*X10QG2FJ3 WWW.AMAZON.CA, ON",50.95,,cc
2021-11-15,"AMZN Mktp CA*TD9HH21D3 WWW.AMAZON.CA, ON",136.52,,cc
2021-11-15,"AMZN Mktp CA*P394N3C93 WWW.AMAZON.CA, ON",20.99,,cc
2021-11-15,"FIDO Mobile ******* 888-764-3771, ON",62.22,,cc
2021-11-15,"SP * KAMIKOTO HTTPSKAMIKOTO, GA 208.00 USD @ 1.291490",268.63,,cc
2021-11-12,"BUY LOW FOODS #8 VANCOUVER, BC",15.88,,cc
2021-11-12,"PUNJAB FOODS CENTRE LTD VANCOUVER, BC",26.41,,cc
2021-11-12,"MADRAS SPICE RESTAURANT VANCOUVER, BC",14.32,,cc
2021-11-12,Internet Banking E-TRANSFER 103945059678 Karan Shah,1515.00,,chk
2021-11-10,"FRASER MARKET VANCOUVER, BC",18.79,,cc
2021-11-10,Electronic Funds Transfer CREDIT MEMO 440924 SFU BBY PAYMENT,,3183.39,chk
2021-11-09,"MCDONALD'S #19052 Q04 RICHMOND, BC",9.49,,cc
2021-11-08,"SQ *VEGAN FRIED CHICKUN Vancouver, BC",13.64,,cc
2021-11-08,"IKEA RICHMOND RICHMOND, BC",55.85,,cc
2021-11-08,"DOLLAR TREE CANADA #40011 VANCOUVER, BC",5.60,,cc
2021-11-08,"FRASER MARKET VANCOUVER, BC",16.24,,cc
2021-11-08,"MADRAS SPICE RESTAURANT VANCOUVER, BC",13.85,,cc
2021-11-04,"AMZN Mktp CA*5P3OR0113 WWW.AMAZON.CA, ON",20.99,,cc
2021-11-04,"TIM HORTONS #3719 VANCOUVER, BC",4.89,,cc
2021-11-04,"PERSIA FOODS VANCOUVER, BC",6.07,,cc
2021-11-04,"POLO MARKET VANCOUVER, BC",11.56,,cc
2021-11-03,"Amazon.ca*YP4AM47M3 AMAZON.CA, ON",35.42,,cc
2021-11-03,"Amazon.ca*OS4J091B3 AMAZON.CA, ON",14.55,,cc
2021-11-02,"INSTACART HALIFAX MID-H, NS",57.28,,cc
2021-11-02,PAYMENT THANK YOU/PAIEMEN T MERCI,,227.24,cc
2021-11-02,PAYMENT THANK YOU/PAIEMEN T MERCI,,62.80,cc
2021-11-01,Internet Banking INTERNET TRANSFER 000000223572,1000.00,,sav
2021-11-01,Internet Banking E-TRANSFER 103934502072 Raymond Kwong,800.00,,chk
2021-11-01,Internet Banking INTERNET TRANSFER 000000226370,62.80,,chk
2021-11-01,Internet Banking INTERNET TRANSFER 000000218866,227.24,,chk
2021-11-01,Internet Banking INTERNET TRANSFER 000000223572,,1000.00,chk
2021-10-29,Branch Transaction BONUS INTEREST,,0.92,sav
2021-10-29,Branch Transaction INTEREST,,0.04,sav
2021-10-29,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2021-10-29,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2021-10-28,"FARM TO TABLE VANCOUVER, BC",5.24,,cc
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-28,Branch Transaction DEBIT MEMO IBB CIBC ELECTRONIC BANKING OPERAT,1000.00,,chk
2021-10-27,Internet Banking E-TRANSFER 103928692862 One-time contact,400.00,,chk
2021-10-26,"FARM TO TABLE VANCOUVER, BC",11.63,,cc
2021-10-25,"PIZZA GARDEN VANCOUVER, BC",22.01,,cc
2021-10-25,"CHOICES YALETOWN # 907 VANCOUVER, BC",23.92,,cc
2021-10-22,"FRESHSLICE PIZZA VANCOUVER, BC",7.63,,cc
2021-10-19,"CHOICES YALETOWN # 907 VANCOUVER, BC",41.38,,cc
2021-10-18,Internet Banking INTERNET TRANSFER 000000238431,,2000.00,sav
2021-10-18,"APPLE.COM/CA 800-676-2775, ON",133.28,,cc
2021-10-18,"NEW YORK BARBER SHOP VANCOUVER, BC",30.24,,cc
2021-10-18,Internet Banking INTERNET TRANSFER 000000238431,2000.00,,chk
2021-10-15,"CHOICES YALETOWN # 907 VANCOUVER, BC",14.71,,cc
2021-09-29,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2021-09-29,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2021-09-29,Internet Banking E-TRANSFER 103903539793 SEO JIN CHOI,,1000.00,chk
2021-08-31,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2021-08-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2021-07-30,Branch Transaction SERVICE CHARGE DISCOUNT,,6.95,chk
2021-07-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$6.95 RECORD-KEEPING N/A,6.95,,chk
2021-06-30,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2021-06-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2021-05-31,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2021-05-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2021-04-30,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2021-04-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2021-03-31,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2021-03-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2021-02-26,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2021-02-26,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2021-01-29,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2021-01-29,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-12-31,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2020-12-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-11-30,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2020-11-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-10-30,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2020-10-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-09-30,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2020-09-30,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-08-31,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2020-08-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-07-31,Branch Transaction SERVICE CHARGE DISCOUNT,,4.95,chk
2020-07-31,Branch Transaction SERVICE CHARGE ADD TXN$0.00;MONTHLY$4.95 RECORD-KEEPING N/A,4.95,,chk
2020-07-16,Branch Transaction CREDIT MEMO,,10000.00,chk
